"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","TestPredictBinary"
"6131","Female","NO","No","No",58,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",64.9,3795.45,0,0
"6133","Female","NO","No","No",67,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",53.4,3579.15,0,0
"6139","Male","YES","Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",83.85,5588.8,0,0
"6142","Male","YES","Yes","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.2,5568.35,1,0
"6156","Male","NO","Yes","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.35,126.05,1,0
"6158","Male","NO","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,64.55,1,0
"6159","Male","NO","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.65,31.2,0,0
"6161","Female","NO","No","No",36,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",89.65,3348.1,0,0
"6166","Male","YES","No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.65,293.85,0,1
"6168","Male","NO","Yes","Yes",47,"Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",90.05,4137.2,0,0
"6175","Male","NO","No","No",4,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",29.65,118.5,1,1
"6182","Male","NO","Yes","Yes",61,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",99.9,6241.35,0,0
"6183","Male","NO","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",88.7,6501.35,0,0
"6185","Male","NO","No","No",41,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.7,2237.55,0,0
"6186","Male","NO","Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.95,5231.3,0,0
"6188","Male","NO","Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.15,165.5,0,0
"6192","Female","YES","No","No",42,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",55.65,2421.75,0,0
"6195","Female","NO","Yes","Yes",68,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",83.65,5733.4,0,0
"6197","Male","NO","No","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",110.05,7430.75,0,0
"6200","Male","YES","No","No",43,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89.55,3856.75,1,0
"6202","Female","YES","No","No",5,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",80.7,374.8,0,0
"6203","Male","NO","Yes","Yes",21,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Mailed check",77.5,1625,1,0
"6206","Male","NO","Yes","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",95.25,3959.35,1,0
"6208","Male","YES","No","No",46,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Electronic check",85,3969.4,1,0
"6213","Male","NO","No","No",15,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",50.75,688.2,0,0
"6216","Female","YES","No","No",6,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.25,560.6,1,1
"6223","Male","NO","No","No",66,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",89.4,5976.9,0,0
"6225","Male","NO","Yes","Yes",51,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",84.2,4299.75,0,0
"6232","Female","YES","Yes","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",76.4,76.4,1,1
"6234","Male","NO","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.7,57.5,0,0
"6236","Male","YES","Yes","Yes",22,"No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","No","Mailed check",40.05,880.2,1,0
"6238","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.95,69.95,1,1
"6239","Male","YES","Yes","No",54,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",74,3919.15,0,0
"6244","Female","NO","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",83.6,5959.3,0,0
"6246","Female","NO","Yes","No",59,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",80.1,4693.2,0,0
"6247","Male","NO","No","No",54,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)",65.3,3512.9,0,0
"6249","Female","NO","Yes","No",60,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",60.8,3603.45,0,0
"6251","Female","NO","Yes","No",69,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",99.15,6875.35,0,0
"6256","Male","YES","Yes","No",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",110.55,7610.1,0,0
"6257","Female","NO","No","No",1,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",35.05,35.05,1,1
"6259","Female","NO","Yes","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.9,45.75,0,0
"6263","Female","NO","No","No",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)",96.75,4442.75,0,0
"6272","Male","YES","Yes","No",27,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Electronic check",85.9,2220.1,0,0
"6276","Male","NO","No","No",62,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.4,4237.5,0,0
"6277","Female","NO","Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.35,335.95,0,0
"6281","Female","NO","No","Yes",23,"Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Electronic check",49.45,1119.35,0,0
"6288","Male","NO","No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.95,2254.2,1,1
"6291","Female","NO","Yes","No",71,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",93.7,6585.35,1,0
"6296","Female","NO","Yes","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.2,1027.25,0,0
"6304","Female","NO","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",109.25,7707.7,0,0
"6306","Female","YES","No","No",26,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",95,2497.2,1,1
"6310","Female","NO","Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.6,1888.25,0,0
"6311","Female","NO","No","No",60,"No","No phone service","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Electronic check",44.45,2773.9,0,0
"6315","Female","NO","No","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.85,401.3,0,1
"6317","Male","NO","Yes","Yes",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.25,1573.05,0,0
"6320","Male","YES","Yes","No",54,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",24.95,1364.75,0,0
"6322","Female","NO","Yes","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.65,655.85,1,0
"6323","Female","NO","No","No",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79,303.15,1,1
"6335","Female","NO","No","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",104,7039.05,0,0
"6341","Male","NO","No","No",23,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.9,2085.45,0,0
"6349","Female","NO","No","No",26,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.05,1815.65,0,0
"6352","Male","NO","Yes","Yes",50,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.7,5071.05,1,0
"6353","Male","NO","Yes","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.4,4014.6,0,0
"6355","Female","NO","Yes","No",61,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",93.7,5860.7,0,0
"6359","Female","NO","Yes","Yes",72,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.45,5886.85,0,0
"6361","Female","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.3,20.3,1,0
"6362","Female","NO","No","No",7,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",62.8,418.3,0,0
"6368","Male","NO","No","No",70,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",48.4,3442.8,0,0
"6372","Female","NO","No","No",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.15,553,0,0
"6376","Female","NO","No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.3,74.3,1,1
"6378","Male","NO","No","No",1,"No","No phone service","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",44.65,44.65,1,0
"6380","Male","NO","No","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.7,788.8,1,1
"6382","Male","NO","No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.55,19.55,0,0
"6385","Female","NO","Yes","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.1,184.4,0,0
"6389","Female","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,20.4,1,0
"6390","Female","NO","Yes","Yes",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.55,1079.65,0,0
"6395","Female","NO","No","No",8,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",58.2,469.25,0,0
"6400","Female","NO","No","No",55,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.1,4144.9,0,0
"6404","Male","NO","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.6,8337.45,0,0
"6405","Male","NO","No","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",109.3,5731.4,0,0
"6407","Female","NO","No","No",39,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.65,1905.4,0,0
"6410","Male","NO","Yes","Yes",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.2,776.25,0,0
"6414","Female","NO","Yes","Yes",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",91.05,2954.5,1,0
"6421","Male","NO","Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","One year","Yes","Electronic check",79.25,2619.15,0,0
"6422","Female","NO","No","No",21,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",71.05,1524.85,0,0
"6426","Male","NO","Yes","Yes",52,"No","No phone service","DSL","Yes","No","Yes","No","No","Yes","One year","No","Bank transfer (automatic)",44.25,2276.1,0,0
"6432","Male","NO","No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.15,343.45,0,0
"6438","Female","NO","Yes","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.9,467.7,0,0
"6442","Female","NO","Yes","Yes",17,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",55.35,920.5,0,0
"6446","Male","NO","No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",90.65,367.95,0,1
"6450","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.55,19.55,0,0
"6454","Male","YES","Yes","No",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,4871.05,1,1
